TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Break and Enter Commercial,2026,1,30,20,0,1XX KEEFER ST,Central Business District,492720.2742,5458526.3289
Break and Enter Commercial,2026,1,13,4,19,1XX MILROSS AVE,Central Business District,492707.3757,5458143.2828
Break and Enter Commercial,2026,2,11,4,12,1XX ROBSON ST,Central Business District,491671.5308,5458352.1176
Break and Enter Commercial,2026,1,6,13,19,1XX W HASTINGS ST,Central Business District,492180.3713,5458813.1976
Break and Enter Commercial,2026,4,15,16,30,1XX WATER ST,Central Business District,492231.9528,5459033.4505
Break and Enter Commercial,2026,1,15,20,0,20XX E BROADWAY AVE,Grandview-Woodland,495431.2377,5456617.8261
Break and Enter Commercial,2026,3,28,20,56,20XX E HASTINGS ST,Grandview-Woodland,495456.8995,5458711.4677
Break and Enter Commercial,2026,4,19,0,37,20XX E HASTINGS ST,Grandview-Woodland,495456.8995,5458711.4677
Break and Enter Commercial,2026,5,18,3,17,20XX E HASTINGS ST,Grandview-Woodland,495456.8995,5458711.4677
Break and Enter Commercial,2026,1,26,10,34,20XX HIGHBURY ST,West Point Grey,486353.9537,5457303.9597
Break and Enter Commercial,2026,5,28,0,38,20XX W 41ST AVE,Kerrisdale,488825.1203,5453537.4144
Break and Enter Commercial,2026,5,6,4,6,20XX W 4TH AVE,Kitsilano,489009.0519,5457284.9831
Break and Enter Commercial,2026,5,27,13,4,20XX W 4TH AVE,Kitsilano,489019.2809,5457284.5512
Break and Enter Commercial,2026,4,19,0,24,20XX W BROADWAY AVE,Kitsilano,488910.2916,5456789.8815
Break and Enter Commercial,2026,4,29,5,53,21XX KINGSWAY AVE,Kensington-Cedar Cottage,495401.3851,5454601.4945
Break and Enter Commercial,2026,4,3,13,43,21XX KINGSWAY AVE,Kensington-Cedar Cottage,495428.667,5454581.4527
Break and Enter Commercial,2026,3,30,0,0,21XX MAIN ST,Mount Pleasant,492675.8512,5457063.8721
Break and Enter Commercial,2026,2,4,1,17,21XX W 7TH AVE,Kitsilano,488724.4362,5456990.5562
Break and Enter Commercial,2026,4,6,23,30,22XX KINGSWAY AVE,Kensington-Cedar Cottage,495513.3705,5454530.9237
Break and Enter Commercial,2026,2,10,4,30,22XX W 41ST AVE,Arbutus Ridge,488471.8252,5453555.3365
Break and Enter Commercial,2026,2,11,4,49,22XX W 4TH AVE,Kitsilano,488705.1334,5457282.0537
Break and Enter Commercial,2026,1,18,4,5,22XX W 4TH AVE,Kitsilano,488708.5682,5457281.97
Break and Enter Commercial,2026,5,1,8,26,22XX W BROADWAY AVE,Kitsilano,488586.1016,5456798.8398
Break and Enter Commercial,2026,4,11,0,0,22XX W BROADWAY AVE,Kitsilano,488689.6542,5456805.1254
Break and Enter Commercial,2026,4,28,7,30,23XX BURRARD ST,Kitsilano,489383.1731,5456928.7184
Break and Enter Commercial,2026,4,12,6,0,23XX GRANVILLE ST,Fairview,489926.9991,5456911.5007
Break and Enter Commercial,2026,5,11,7,29,23XX GRANVILLE ST,Fairview,489926.9991,5456911.5007
Break and Enter Commercial,2026,5,6,4,27,24XX BURRARD ST,Kitsilano,489391.6735,5456838.0388
Break and Enter Commercial,2026,5,18,8,34,10XX BURNABY ST,West End,490502.4963,5458423.6162
Break and Enter Commercial,2026,1,22,4,27,10XX BURRARD ST,West End,490729.6302,5458622.1395
Break and Enter Commercial,2026,2,18,21,30,10XX BURRARD ST,West End,490729.6302,5458622.1395
Break and Enter Commercial,2026,4,20,10,53,10XX BURRARD ST,West End,490729.6302,5458622.1395
Break and Enter Commercial,2026,2,22,17,25,10XX CANADA PL,Central Business District,491492.0426,5459540.3896
Break and Enter Commercial,2026,3,5,19,11,10XX CANADA PL,Central Business District,491521.6898,5459519.9872
Break and Enter Commercial,2026,3,12,23,0,10XX CANADA PL,Central Business District,491521.6898,5459519.9872
Break and Enter Commercial,2026,2,16,1,26,10XX DAVIE ST,West End,490467.1155,5458629.8738
Break and Enter Commercial,2026,2,6,3,28,10XX DAVIE ST,West End,490469.9449,5458627.0837
Break and Enter Commercial,2026,2,12,4,28,10XX DAVIE ST,West End,490516.0003,5458581.6697
Break and Enter Commercial,2026,1,18,0,0,10XX DENMAN ST,West End,489865.7016,5459587.088
Break and Enter Commercial,2026,2,11,9,34,10XX DENMAN ST,West End,489865.7016,5459587.088
Break and Enter Commercial,2026,5,10,20,35,10XX EXPO BLVD,Central Business District,491544.5157,5458009.7425
Break and Enter Commercial,2026,1,11,5,23,10XX HAMILTON ST,Central Business District,491291.8249,5458243.2363
Break and Enter Commercial,2026,5,9,4,47,10XX KINGSWAY AVE,Kensington-Cedar Cottage,493973.5265,5455626.2586
Break and Enter Commercial,2026,2,22,3,37,10XX MAINLAND ST,Central Business District,491313.6252,5458187.555
Break and Enter Commercial,2026,1,14,17,42,10XX MARINASIDE CRES,Central Business District,491400.6061,5457863.2867
Break and Enter Commercial,2026,5,5,5,0,24XX KINGSWAY AVE,Renfrew-Collingwood,495911.9677,5454240.7102
Break and Enter Commercial,2026,3,18,5,30,24XX KINGSWAY AVE,Renfrew-Collingwood,495949.8965,5454225.4959
Break and Enter Commercial,2026,4,15,20,8,24XX MAIN ST,Mount Pleasant,492644.778,5456752.909
Break and Enter Commercial,2026,5,25,2,49,24XX NANAIMO ST,Grandview-Woodland,495878.0346,5456602.6054
Break and Enter Commercial,2026,2,8,23,0,24XX ST GEORGE ST,Mount Pleasant,493229.3441,5456672.7079
Break and Enter Commercial,2026,4,1,17,56,24XX ST GEORGE ST,Mount Pleasant,493229.3441,5456672.7079
Break and Enter Commercial,2026,4,23,0,13,24XX W 2ND AVE,Kitsilano,488286.1215,5457471.7995
Break and Enter Commercial,2026,1,19,11,43,25XX CAROLINA ST,Mount Pleasant,493371.2045,5456627.7971
Break and Enter Commercial,2026,3,7,3,7,25XX COMMERCIAL DR,Kensington-Cedar Cottage,494917.2534,5456615.3327
Break and Enter Commercial,2026,1,1,5,30,25XX E BROADWAY AVE,Hastings-Sunrise,496032.5121,5456589.6063
Break and Enter Commercial,2026,1,29,4,39,25XX GRANVILLE ST,Fairview,489924.3139,5456691.585
Break and Enter Commercial,2026,4,24,4,42,25XX NANAIMO ST,Renfrew-Collingwood,495887.1277,5456576.3369
Break and Enter Commercial,2026,2,25,5,0,25XX ONTARIO ST,Mount Pleasant,492363.8886,5456682.7375
Break and Enter Commercial,2026,2,26,20,30,25XX ONTARIO ST,Mount Pleasant,492363.8886,5456682.7375
Break and Enter Commercial,2026,2,4,16,38,25XX QUEBEC ST,Mount Pleasant,492503.9191,5456681.418
Break and Enter Commercial,2026,2,10,0,25,25XX W 16TH AVE,Kitsilano,488020.6571,5456109.2937
Break and Enter Commercial,2026,4,2,16,0,25XX WALL ST,Hastings-Sunrise,496210.5827,5459881.7974
Break and Enter Commercial,2026,4,24,8,18,26XX BLANCHE ST,Killarney,496178.061,5450435.8613
Break and Enter Commercial,2026,1,12,23,59,26XX COMMERCIAL DR,Kensington-Cedar Cottage,494924.705,5456496.7831
Break and Enter Commercial,2026,5,20,18,25,26XX DUKE ST,Renfrew-Collingwood,496312.7208,5454067.8218
Break and Enter Commercial,2026,4,27,5,40,26XX E 49TH AVE,Victoria-Fraserview,496089.5203,5452451.9557
Break and Enter Commercial,2026,1,10,22,44,26XX GRANDVIEW HWY S,Renfrew-Collingwood,496178.7084,5456082.9955
Break and Enter Commercial,2026,1,8,3,0,26XX MAIN ST,Mount Pleasant,492654.5685,5456549.4776
Break and Enter Commercial,2026,2,7,20,28,26XX NANAIMO ST,Kensington-Cedar Cottage,495877.5058,5456445.2186
Break and Enter Commercial,2026,2,17,4,0,26XX RENFREW ST,Renfrew-Collingwood,496769.3348,5456408.4769
Break and Enter Commercial,2026,4,12,5,23,27XX ALDER ST,Fairview,490449.0545,5456467.0212
Break and Enter Commercial,2026,2,7,3,26,27XX E HASTINGS ST,Hastings-Sunrise,496507.236,5458707.9678
Break and Enter Commercial,2026,1,17,4,30,27XX E HASTINGS ST,Hastings-Sunrise,496593.169,5458716.8218
Break and Enter Commercial,2026,2,8,8,17,27XX KINGSWAY AVE,Renfrew-Collingwood,496489.5461,5453833.4889
Break and Enter Commercial,2026,4,23,10,6,28XX E 45TH AVE,Killarney,496646.7092,5452961.6535
Break and Enter Commercial,2026,2,9,3,21,28XX E BROADWAY AVE,Hastings-Sunrise,496750.4551,5456582.2825
Break and Enter Commercial,2026,3,19,4,38,28XX E HASTINGS ST,Hastings-Sunrise,496681.7818,5458707.636
Break and Enter Commercial,2026,2,25,19,59,28XX HORLEY ST,Renfrew-Collingwood,496615.5044,5454088.5565
Break and Enter Commercial,2026,1,3,4,25,29XX ALDER ST,Fairview,490434.5271,5456320.9367
Break and Enter Commercial,2026,3,22,16,45,29XX W 4TH AVE,Kitsilano,487512.6311,5457305.9452
Break and Enter Commercial,2026,3,22,1,0,29XX W 4TH AVE,Kitsilano,487522.1012,5457305.7865
Break and Enter Commercial,2026,1,26,3,30,29XX W BROADWAY AVE,Kitsilano,487599.7883,5456834.1963
Break and Enter Commercial,2026,2,17,5,0,2X BLOOD ALLEY SQ,Central Business District,492371.6978,5458919.6691
Break and Enter Commercial,2026,5,9,4,35,2X E PENDER ST,Central Business District,492445.576,5458646.0192
Break and Enter Commercial,2026,1,14,5,0,2X W PENDER ST,Central Business District,492335.0932,5458658.2509
Break and Enter Commercial,2026,5,13,17,39,2X W PENDER ST,Central Business District,492335.0932,5458658.2509
Break and Enter Commercial,2026,2,9,7,43,2XX ABBOTT ST,Central Business District,492254.3191,5458977.4064
Break and Enter Commercial,2026,2,5,9,10,2XX DAVIE ST,Central Business District,491127.0922,5457976.9653
Break and Enter Commercial,2026,5,6,22,22,2XX E 1ST AVE,Strathcona,492907.6319,5457308.4554
Break and Enter Commercial,2026,1,20,22,0,2XX E CORDOVA ST,Strathcona,492870.2222,5458834.1236
Break and Enter Commercial,2026,2,28,20,57,2XX E GEORGIA ST,Strathcona,492821.8402,5458431.3309
Break and Enter Commercial,2026,4,15,0,0,2XX E HASTINGS ST,Strathcona,492818.3221,5458740.2398
Break and Enter Commercial,2026,3,17,23,13,2XX E PENDER ST,Strathcona,492888.0981,5458640.7901
Break and Enter Commercial,2026,5,30,5,45,2XX GRANVILLE ST,Central Business District,491833.5672,5459286.8751
Break and Enter Commercial,2026,4,7,22,43,2XX GRANVILLE ST,Central Business District,491834.3586,5459287.6725
Break and Enter Commercial,2026,1,8,12,0,2XX KEEFER ST,Strathcona,492816.7661,5458532.5521
Break and Enter Commercial,2026,3,13,1,14,2XX KEEFER ST,Strathcona,492833.2896,5458522.9181
Break and Enter Commercial,2026,2,18,3,30,2XX KEEFER ST,Strathcona,492873.6423,5458521.7303
Break and Enter Commercial,2026,5,9,3,37,2XX KEEFER ST,Strathcona,492873.6423,5458521.7303
Break and Enter Commercial,2026,5,10,4,50,2XX KEEFER ST,Strathcona,492873.6423,5458521.7303
Break and Enter Commercial,2026,1,14,4,25,2XX MAIN ST,Central Business District,492752.1201,5458893.4638
Break and Enter Commercial,2026,3,20,23,8,2XX MAIN ST,Central Business District,492753.2254,5458914.6531
Break and Enter Commercial,2026,5,23,12,4,2XX N TEMPLETON DR,Grandview-Woodland,495675.1031,5459342.0609
Break and Enter Commercial,2026,5,26,9,0,2XX POWELL ST,Strathcona,492827.4875,5458935.8179
Break and Enter Commercial,2026,3,17,23,12,2XX PRIOR ST,Strathcona,492824.1682,5458218.5574
Break and Enter Commercial,2026,4,15,4,8,2XX W 4TH AVE,Mount Pleasant,491967.0941,5457199.8511
Break and Enter Commercial,2026,1,15,17,0,30XX HEATHER ST,Fairview,491266.0469,5456133.2619
Break and Enter Commercial,2026,3,8,3,50,30XX KINGSWAY AVE,Renfrew-Collingwood,496923.2553,5453689.3071
Break and Enter Commercial,2026,1,17,12,40,30XX MAIN ST,Mount Pleasant,492641.6292,5456101.0489
Break and Enter Commercial,2026,4,13,19,30,30XX WALL ST,Hastings-Sunrise,496975.9531,5459622.1173
Break and Enter Commercial,2026,4,14,11,51,30XX WALL ST,Hastings-Sunrise,496975.9531,5459622.1173
Break and Enter Commercial,2026,1,16,3,45,31XX ASH ST,Fairview,491399.9501,5456033.0543
Break and Enter Commercial,2026,5,25,22,0,32XX KINGSWAY AVE,Renfrew-Collingwood,497362.8881,5453508.8885
Break and Enter Commercial,2026,1,6,0,10,32XX MAIN ST,Riley Park,492626.9329,5455906.6699
Break and Enter Commercial,2026,3,12,1,0,33XX CAMBIE ST,South Cambie,491616.5618,5455835.5555
Break and Enter Commercial,2026,4,6,0,1,33XX DUNBAR ST,Dunbar-Southlands,486533.5538,5456003.9872
Break and Enter Commercial,2026,4,20,12,3,33XX DUNBAR ST,Dunbar-Southlands,486533.5538,5456003.9872
Break and Enter Commercial,2026,4,21,4,0,33XX E 29TH AVE,Renfrew-Collingwood,497549.9984,5454633.3173
Break and Enter Commercial,2026,5,22,6,22,33XX MAIN ST,Riley Park,492650.6285,5455798.3804
Break and Enter Commercial,2026,2,24,4,44,33XX VANNESS AVE,Renfrew-Collingwood,497634.8135,5453967.369
Break and Enter Commercial,2026,1,5,18,33,33XX WELLINGTON AVE,Renfrew-Collingwood,497430.2154,5454385.2548
Break and Enter Commercial,2026,3,4,2,0,34XX CAMBIE ST,Riley Park,491624.2465,5455792.0907
Break and Enter Commercial,2026,3,8,4,40,34XX COMMERCIAL ST,Kensington-Cedar Cottage,495055.2396,5455659.8958
Break and Enter Commercial,2026,3,13,13,48,34XX CROWLEY DR,Renfrew-Collingwood,497643.8055,5453839.9184
Break and Enter Commercial,2026,4,26,3,50,34XX DUNBAR ST,Dunbar-Southlands,486533.2114,5455950.1125
Break and Enter Commercial,2026,1,11,5,30,34XX KINGSWAY AVE,Renfrew-Collingwood,497808.3083,5453251.3737
Break and Enter Commercial,2026,2,5,10,0,34XX RENFREW ST,Renfrew-Collingwood,496761.5437,5455663.6606
Break and Enter Commercial,2026,2,6,21,53,34XX SAWMILL CRES,Killarney,497659.6438,5450359.5256
Break and Enter Commercial,2026,4,5,6,43,35XX KINGSWAY AVE,Killarney,497943.086,5453252.7194
Break and Enter Commercial,2026,5,23,20,15,35XX KINGSWAY AVE,Renfrew-Collingwood,497974.7727,5453263.9038
Break and Enter Commercial,2026,4,24,22,0,35XX PRICE ST,Renfrew-Collingwood,497955.5707,5454305.5604
Break and Enter Commercial,2026,1,12,17,0,35XX SLOCAN ST,Renfrew-Collingwood,496385.8387,5455537.5738
Break and Enter Commercial,2026,3,11,16,30,36XX E 1ST AVE,Hastings-Sunrise,498251.0875,5457415.6956
Break and Enter Commercial,2026,1,1,5,11,36XX KINGSWAY AVE,Killarney,498081.5624,5453261.1107
Break and Enter Commercial,2026,1,15,2,0,36XX SAWMILL CRES,Killarney,498191.6031,5450392.1307
Break and Enter Commercial,2026,1,7,5,21,36XX VICTORIA DR,Kensington-Cedar Cottage,495183.9207,5455562.1341
Break and Enter Commercial,2026,2,20,9,50,36XX W 39TH AVE,Dunbar-Southlands,486472.7744,5453752.2333
Break and Enter Commercial,2026,5,1,5,38,37XX MAIN ST,Riley Park,492637.3825,5455398.7249
Break and Enter Commercial,2026,4,20,4,30,37XX W 10TH AVE,West Point Grey,486374.1352,5456762.9005
Break and Enter Commercial,2026,3,10,6,0,37XX W 31ST AVE,Dunbar-Southlands,486410.406,5454623.3116
Break and Enter Commercial,2026,3,29,20,0,38XX OAK ST,South Cambie,490738.6986,5455398.9021
Break and Enter Commercial,2026,1,4,5,10,3X W PENDER ST,Central Business District,492331.9062,5458659.1097
Break and Enter Commercial,2026,1,23,7,30,3XX CARRALL ST,Central Business District,492411.052,5458829.6302
Break and Enter Commercial,2026,4,17,18,13,3XX DUNSMUIR ST,Central Business District,491767.2936,5458754.0702
Break and Enter Commercial,2026,3,10,22,0,3XX E BROADWAY AVE,Mount Pleasant,492865.1859,5456682.2301
Break and Enter Commercial,2026,1,23,13,30,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Break and Enter Commercial,2026,5,24,13,57,3XX E HASTINGS ST,Strathcona,492918.7075,5458728.5449
Break and Enter Commercial,2026,2,19,7,45,3XX KINGSWAY AVE,Mount Pleasant,492978.7369,5456333.2071
Break and Enter Commercial,2026,2,3,22,42,3XX MAIN ST,Central Business District,492749.0802,5458833.0764
Break and Enter Commercial,2026,5,22,10,50,3XX POWELL ST,Strathcona,493021.6747,5458929.8561
Break and Enter Commercial,2026,1,13,21,16,3XX POWELL ST,Strathcona,493023.0904,5458929.8124
Break and Enter Commercial,2026,3,20,19,27,3XX UNION ST,Strathcona,492970.3106,5458317.2258
Break and Enter Commercial,2026,4,13,0,0,3XX W 4TH AVE,Mount Pleasant,491905.3055,5457201.4524
Break and Enter Commercial,2026,5,7,19,15,3XX W 8TH AVE,Mount Pleasant,491807.1234,5456784.3902
Break and Enter Commercial,2026,3,11,1,38,3XX W CORDOVA ST,Central Business District,492044.8923,5458992.3817
Break and Enter Commercial,2026,3,3,6,25,3XX W GEORGIA ST,Central Business District,491683.2329,5458582.4937
Break and Enter Commercial,2026,5,2,5,0,3XX WATER ST,Central Business District,491975.9409,5459104.5343
Break and Enter Commercial,2026,3,5,1,21,40XX MAIN ST,Riley Park,492640.3373,5455140.6843
Break and Enter Commercial,2026,5,1,6,14,40XX MAIN ST,Riley Park,492640.3373,5455140.6843
Break and Enter Commercial,2026,4,30,22,30,42XX FRASER ST,Riley Park,493421.7951,5454936.216
Break and Enter Commercial,2026,5,13,11,19,44XX FRASER ST,Riley Park,493418.9699,5454754.1397
Break and Enter Commercial,2026,1,3,19,0,44XX W 10TH AVE,West Point Grey,484986.3952,5456797.1915
Break and Enter Commercial,2026,3,12,15,30,45XX FRASER ST,Kensington-Cedar Cottage,493432.8374,5454588.9207
Break and Enter Commercial,2026,5,3,4,10,45XX MAIN ST,Riley Park,492637.3073,5454508.9887
Break and Enter Commercial,2026,3,20,2,0,45XX W 10TH AVE,West Point Grey,484594.1533,5456816.3132
Break and Enter Commercial,2026,5,20,5,16,45XX W 10TH AVE,West Point Grey,484594.1533,5456816.3132
Break and Enter Commercial,2026,4,21,10,51,45XX W 10TH AVE,West Point Grey,484610.7166,5456806.7462
Break and Enter Commercial,2026,1,21,18,0,48XX FRASER ST,Kensington-Cedar Cottage,493426.1665,5454181.0793
Break and Enter Commercial,2026,5,19,18,0,48XX VICTORIA DR,Kensington-Cedar Cottage,495237.9756,5454179.4817
Break and Enter Commercial,2026,1,1,5,10,49XX JOYCE ST,Renfrew-Collingwood,497754.2748,5454065.3808
Break and Enter Commercial,2026,1,28,0,32,49XX JOYCE ST,Renfrew-Collingwood,497754.2748,5454065.3808
Break and Enter Commercial,2026,3,22,2,38,49XX JOYCE ST,Renfrew-Collingwood,497754.2748,5454065.3808
Break and Enter Commercial,2026,3,12,0,40,4XX BROUGHTON ST,Central Business District,490825.5765,5459741.7636
Break and Enter Commercial,2026,1,29,9,51,4XX COLUMBIA ST,Central Business District,492557.7203,5458719.5734
Break and Enter Commercial,2026,5,23,11,36,4XX HOWE ST,Central Business District,491649.8417,5459233.7553
Break and Enter Commercial,2026,2,4,8,25,4XX INDUSTRIAL AVE,Strathcona,493083.7221,5457410.3172
Break and Enter Commercial,2026,4,24,9,23,4XX MAIN ST,Strathcona,492754.1531,5458715.5736
Break and Enter Commercial,2026,3,31,12,17,4XX RAILWAY ST,Strathcona,493131.1814,5459135.5166
Break and Enter Commercial,2026,2,24,6,45,4XX RICHARDS ST,Central Business District,491863.486,5459034.3289
Break and Enter Commercial,2026,5,8,23,5,4XX ROBSON ST,Central Business District,491474.6953,5458548.2696
Break and Enter Commercial,2026,4,5,0,34,4XX W 16TH AVE,Riley Park,491663.8933,5456017.4062
Break and Enter Commercial,2026,4,11,18,53,4XX W 42ND AVE,Oakridge,491581.5587,5453325.3821
Break and Enter Commercial,2026,4,18,9,16,4XX W 42ND AVE,Oakridge,491581.5587,5453325.3821
Break and Enter Commercial,2026,2,24,1,0,4XX W 63RD AVE,Marpole,491554.1733,5451157.3422
Break and Enter Commercial,2026,3,14,20,15,4XX W 8TH AVE,Mount Pleasant,491673.8107,5456811.6893
Break and Enter Commercial,2026,5,15,9,4,4XX W BROADWAY AVE,Mount Pleasant,491740.2484,5456724.5761
Break and Enter Commercial,2026,3,20,22,30,53XX OBEN ST,Renfrew-Collingwood,498077.3464,5453622.1354
Break and Enter Commercial,2026,4,6,21,33,55XX CAMBIE ST,South Cambie,491528.032,5453574.1706
Break and Enter Commercial,2026,1,26,8,16,56XX DUNBAR ST,Dunbar-Southlands,486514.598,5453643.5221
Break and Enter Commercial,2026,5,12,8,36,59XX WEST BLVD,Kerrisdale,488662.7963,5453278.1102
Break and Enter Commercial,2026,3,17,10,8,5X ALEXANDER ST,Central Business District,492506.6608,5458985.8317
Break and Enter Commercial,2026,4,2,4,10,5X E PENDER ST,Central Business District,492486.4415,5458635.3772
Break and Enter Commercial,2026,1,22,10,18,5X KEEFER PL,Central Business District,492235.0142,5458535.2604
Break and Enter Commercial,2026,2,4,19,22,5X PACIFIC BLVD,Central Business District,492424.4599,5458256.3457
